row_id,Attack Type,split
row_028377,Intrusion,train
row_034770,DDoS,train
row_031385,Intrusion,train
row_025445,Intrusion,train
row_025161,Intrusion,train
row_029685,Intrusion,train
row_005559,Malware,train
row_029849,Malware,train
row_020094,Malware,train
row_005212,Malware,train
row_012109,Intrusion,train
row_034815,Intrusion,train
row_009004,DDoS,train
row_003235,Intrusion,train
row_037000,Malware,train
row_022927,Intrusion,train
row_026246,DDoS,train
row_031293,Intrusion,train
row_037513,DDoS,train
row_037822,Intrusion,train
row_037455,Malware,train
row_036256,Malware,train
row_013637,DDoS,train
row_001969,Malware,train
row_032730,Intrusion,train
row_037789,Malware,train
row_039087,Malware,train
row_010161,Intrusion,train
row_036954,DDoS,train
row_026525,Malware,train
row_026797,Malware,train
row_025940,Malware,train
row_035520,Intrusion,train
row_020148,Intrusion,train
row_006962,Malware,train
row_014518,Malware,train
row_023645,Malware,train
row_007633,Intrusion,train
row_027410,Intrusion,train
row_020312,Malware,train
row_003354,Malware,train
row_013038,Malware,train
row_008649,Intrusion,train
row_018419,Intrusion,train
row_000001,Malware,train
row_037646,Malware,train
row_001858,Intrusion,train
row_035922,Malware,train
row_012554,Malware,train
row_007084,Intrusion,train
row_036216,DDoS,train
row_004530,Malware,train
row_021127,Intrusion,train
row_007614,DDoS,train
row_007410,DDoS,train
row_012030,DDoS,train
row_021595,DDoS,train
row_013165,DDoS,train
row_010628,DDoS,train
row_030714,Intrusion,train
row_001155,DDoS,train
row_035029,Malware,train
row_000466,Intrusion,train
row_026335,DDoS,train
row_023232,Intrusion,train
row_021833,Malware,train
row_016871,Malware,train
row_003123,DDoS,train
row_002412,DDoS,train
row_020344,Malware,train
row_006977,DDoS,train
row_016998,Intrusion,train
row_025845,Malware,train
row_037503,Malware,train
row_022198,DDoS,train
row_025580,Intrusion,train
row_009234,Malware,train
row_033957,Intrusion,train
row_015120,DDoS,train
row_014107,Intrusion,train
row_036143,Malware,train
row_026834,Malware,train
row_000246,Intrusion,train
row_001897,Intrusion,train
row_018049,DDoS,train
row_002206,Intrusion,train
row_035443,DDoS,train
row_026138,Intrusion,train
row_005561,Intrusion,train
row_024628,Intrusion,train
row_038609,Malware,train
row_000991,Malware,train
row_016941,Malware,train
row_039243,DDoS,train
row_030623,Malware,train
row_019055,Malware,train
row_022064,DDoS,train
row_039454,Intrusion,train
row_025386,Intrusion,train
row_012391,Malware,train
row_027447,DDoS,train
row_022758,DDoS,train
row_027858,Intrusion,train
row_019576,DDoS,train
row_018214,Intrusion,train
row_039545,Malware,train
row_016379,Malware,train
row_009456,DDoS,train
row_033581,Intrusion,train
row_039238,Intrusion,train
row_001806,DDoS,train
row_017475,Malware,train
row_002795,Intrusion,train
row_009971,DDoS,train
row_007592,DDoS,train
row_037046,Intrusion,train
row_039455,DDoS,train
row_030384,Intrusion,train
row_036186,DDoS,train
row_004958,Malware,train
row_003463,Intrusion,train
row_039264,DDoS,train
row_029442,Intrusion,train
row_029829,Intrusion,train
row_010251,Intrusion,train
row_039163,DDoS,train
row_006660,Intrusion,train
row_007196,DDoS,train
row_003733,Intrusion,train
row_008272,Malware,train
row_020290,Malware,train
row_011374,Intrusion,train
row_038408,Malware,train
row_031894,Malware,train
row_015919,Malware,train
row_034029,DDoS,train
row_039935,Malware,train
row_017247,Malware,train
row_018654,Malware,train
row_018406,Intrusion,train
row_025728,Malware,train
row_002093,Malware,train
row_024882,Intrusion,train
row_009119,Malware,train
row_010727,Malware,train
row_018991,Malware,train
row_026478,Malware,train
row_020334,Intrusion,train
row_036664,Intrusion,train
row_023062,Intrusion,train
row_003079,Malware,train
row_005491,Malware,train
row_001097,Intrusion,train
row_033074,Malware,train
row_024729,Intrusion,train
row_015095,Malware,train
row_028388,Intrusion,train
row_035257,Intrusion,train
row_027980,DDoS,train
row_009910,DDoS,train
row_021131,Intrusion,train
row_032481,Intrusion,train
row_000200,DDoS,train
row_003585,Malware,train
row_029413,Intrusion,train
row_001667,Malware,train
row_005125,Intrusion,train
row_021988,Intrusion,train
row_017018,DDoS,train
row_007971,Intrusion,train
row_031875,Intrusion,train
row_013610,Malware,train
row_015642,Intrusion,train
row_010751,Intrusion,train
row_008254,Intrusion,train
row_035442,Malware,train
row_024087,Malware,train
row_013052,DDoS,train
row_030059,Malware,train
row_016037,DDoS,train
row_036270,DDoS,train
row_002122,Intrusion,train
row_018994,Malware,train
row_031606,Intrusion,train
row_001834,DDoS,train
row_006522,DDoS,train
row_010008,Intrusion,train
row_010991,Intrusion,train
row_018835,Intrusion,train
row_039136,Intrusion,train
row_028898,Intrusion,train
row_034544,Intrusion,train
row_032023,DDoS,train
row_015484,Intrusion,train
row_011588,DDoS,train
row_027215,DDoS,train
row_030133,Intrusion,train
row_036772,DDoS,train
row_004447,Intrusion,train
row_026382,Malware,train
row_034721,Intrusion,train
row_025097,DDoS,train
row_003734,Malware,train
row_002336,DDoS,train
row_029756,Intrusion,train
row_011806,Intrusion,train
row_037540,Malware,train
row_002524,Intrusion,train
row_015002,Malware,train
row_016820,Malware,train
row_026449,DDoS,train
row_035392,Malware,train
row_018069,Malware,train
row_010489,Intrusion,train
row_021011,DDoS,train
row_026964,Malware,train
row_003761,Malware,train
row_004770,Malware,train
row_006289,Malware,train
row_004889,DDoS,train
row_028608,Malware,train
row_020168,DDoS,train
row_026524,Intrusion,train
row_030857,DDoS,train
row_004423,Malware,train
row_007850,Malware,train
row_027762,Intrusion,train
row_004486,Malware,train
row_001899,Intrusion,train
row_038751,Intrusion,train
row_016558,Malware,train
row_037577,Intrusion,train
row_018001,DDoS,train
row_026429,DDoS,train
row_014361,Intrusion,train
row_002576,DDoS,train
row_022550,Malware,train
row_012019,Malware,train
row_019775,Malware,train
row_030616,DDoS,train
row_025831,DDoS,train
row_025037,Intrusion,train
row_035389,Intrusion,train
row_020894,Malware,train
row_023655,Malware,train
row_013924,Intrusion,train
row_005064,DDoS,train
row_013163,DDoS,train
row_010800,DDoS,train
row_014320,DDoS,train
row_018185,Malware,train
row_012613,Malware,train
row_009788,Malware,train
row_032750,Intrusion,train
row_013140,DDoS,train
row_007122,DDoS,train
row_025897,Intrusion,train
row_001226,DDoS,train
row_012122,DDoS,train
row_023725,DDoS,train
row_002802,Malware,train
row_001193,Malware,train
row_018379,DDoS,train
row_010283,DDoS,train
row_018757,DDoS,train
row_036617,Malware,train
row_029692,Malware,train
row_013597,Intrusion,train
row_024034,Malware,train
row_005090,Malware,train
row_025286,DDoS,train
row_015807,Intrusion,train
row_014825,DDoS,train
row_003638,Intrusion,train
row_016086,Malware,train
row_018431,Malware,train
row_010618,Malware,train
row_030763,Intrusion,train
row_015244,DDoS,train
row_013676,Malware,train
row_010321,Intrusion,train
row_009021,Malware,train
row_001183,Intrusion,train
row_036080,DDoS,train
row_020379,Intrusion,train
row_000216,Intrusion,train
row_022386,DDoS,train
row_034677,Malware,train
row_029613,DDoS,train
row_010540,DDoS,train
row_033157,Malware,train
row_038275,DDoS,train
row_006187,Intrusion,train
row_035352,DDoS,train
row_010867,DDoS,train
row_024977,DDoS,train
row_030305,DDoS,train
row_009951,DDoS,train
row_002700,Malware,train
row_029583,DDoS,train
row_037392,Intrusion,train
row_022551,Malware,train
row_038205,Intrusion,train
row_017321,Intrusion,train
row_007914,Malware,train
row_023979,Intrusion,train
row_003599,Intrusion,train
row_015779,Malware,train
row_018021,Malware,train
row_028352,DDoS,train
row_030779,Malware,train
row_013719,Intrusion,train
row_036342,Malware,train
row_023679,Intrusion,train
row_039906,Intrusion,train
row_007362,Intrusion,train
row_029579,Malware,train
row_021512,DDoS,train
row_020411,Malware,train
row_012198,DDoS,train
row_035582,Intrusion,train
row_006135,DDoS,train
row_030691,Intrusion,train
row_016367,Malware,train
row_002716,DDoS,train
row_012983,DDoS,train
row_019176,Malware,train
row_023127,Intrusion,train
row_021797,DDoS,train
row_032860,Malware,train
row_021990,Intrusion,train
row_002586,DDoS,train
row_038483,Intrusion,train
row_025462,Intrusion,train
row_029392,Intrusion,train
row_026488,DDoS,train
row_027802,Intrusion,train
row_017381,DDoS,train
row_021523,Intrusion,train
row_037590,DDoS,train
row_013036,DDoS,train
row_037548,Malware,train
row_039095,Intrusion,train
row_005341,DDoS,train
row_015769,DDoS,train
row_037110,Intrusion,train
row_019702,Malware,train
row_029178,DDoS,train
row_016011,Intrusion,train
row_009473,Intrusion,train
row_026540,Malware,train
row_020287,Malware,train
row_034463,Malware,train
row_027606,DDoS,train
row_031595,DDoS,train
row_028592,Intrusion,train
row_036390,Intrusion,train
row_035313,Malware,train
row_014780,Intrusion,train
row_001954,DDoS,train
row_012191,DDoS,train
row_019659,Intrusion,train
row_001147,DDoS,train
row_024997,Intrusion,train
row_031756,DDoS,train
row_002777,Intrusion,train
row_015763,Malware,train
row_010402,Intrusion,train
row_018585,Malware,train
row_022397,Malware,train
row_035577,Intrusion,train
row_019634,DDoS,train
row_026904,Intrusion,train
row_012803,DDoS,train
row_004163,DDoS,train
row_026771,DDoS,train
row_002910,Malware,train
row_004834,DDoS,train
row_023189,Malware,train
row_013963,Malware,train
row_001054,Intrusion,train
row_026083,DDoS,train
row_004740,Malware,train
row_021504,DDoS,train
row_029336,DDoS,train
row_014278,Malware,train
row_024405,DDoS,train
row_011731,Malware,train
row_013650,Malware,train
row_001790,Malware,train
row_010499,DDoS,train
row_008582,Intrusion,train
row_037814,DDoS,train
row_038260,DDoS,train
row_039605,Malware,train
row_038645,Malware,train
row_010092,Intrusion,train
row_039064,Malware,train
row_019517,Intrusion,train
row_008108,Intrusion,train
row_032193,Malware,train
row_018230,Intrusion,train
row_001961,Intrusion,train
row_015569,Intrusion,train
row_003253,Intrusion,train
row_038766,Intrusion,train
row_016030,DDoS,train
row_038419,DDoS,train
row_006269,Intrusion,train
row_013826,Malware,train
row_003722,DDoS,train
row_029038,Intrusion,train
row_003404,Intrusion,train
row_022591,Intrusion,train
row_028623,DDoS,train
row_020230,Intrusion,train
row_006049,Malware,train
row_008605,Malware,train
row_009515,Intrusion,train
row_032067,Intrusion,train
row_038227,Malware,train
row_000610,Intrusion,train
row_027784,Intrusion,train
row_015790,Malware,train
row_019975,DDoS,train
row_016228,DDoS,train
row_031858,Malware,train
row_018825,DDoS,train
row_026134,Malware,train
row_011574,Malware,train
row_014094,Malware,train
row_028279,Malware,train
row_006182,Intrusion,train
row_039042,Intrusion,train
row_024132,Malware,train
row_028831,Malware,train
row_010392,Intrusion,train
row_004751,DDoS,train
row_027767,Malware,train
row_034226,Malware,train
row_035338,Intrusion,train
row_001943,Malware,train
row_011579,Malware,train
row_015737,DDoS,train
row_021246,Malware,train
row_037674,Malware,train
row_004823,Intrusion,train
row_009838,DDoS,train
row_024117,Malware,train
row_039079,Intrusion,train
row_035893,Malware,train
row_010027,Intrusion,train
row_013846,DDoS,train
row_034551,Intrusion,train
row_025801,Malware,train
row_029661,DDoS,train
row_027628,Intrusion,train
row_019730,DDoS,train
row_026287,Intrusion,train
row_004442,DDoS,train
row_015193,Malware,train
row_002345,DDoS,train
row_007555,Malware,train
row_036715,Malware,train
row_012652,Malware,train
row_012127,DDoS,train
row_030103,DDoS,train
row_001842,DDoS,train
row_000942,Intrusion,train
row_015288,Intrusion,train
row_001910,Intrusion,train
row_023597,DDoS,train
row_020639,Intrusion,train
row_020533,Malware,train
row_003099,Malware,train
row_034084,Malware,train
row_012783,Intrusion,train
row_018904,DDoS,train
row_021707,DDoS,train
row_000055,Malware,train
row_036676,Intrusion,train
row_018200,DDoS,train
row_000730,DDoS,train
row_012761,Malware,train
row_035141,Intrusion,train
row_025577,Intrusion,train
row_025610,Malware,train
row_010617,DDoS,train
row_021548,Malware,train
row_035232,Intrusion,train
row_028453,DDoS,train
row_011091,Malware,train
row_010048,DDoS,train
row_022271,DDoS,train
row_038745,Intrusion,train
row_021669,DDoS,train
row_023531,DDoS,train
row_008700,DDoS,train
row_002626,Malware,train
row_002047,DDoS,train
row_014049,DDoS,train
row_036205,DDoS,train
row_039633,Malware,train
row_025833,DDoS,train
row_038616,Malware,train
row_007070,DDoS,train
row_031183,Malware,train
row_009267,Malware,train
row_028230,Intrusion,train
row_034191,DDoS,train
row_009500,Malware,train
row_005129,Intrusion,train
row_023784,Intrusion,train
row_028755,DDoS,train
row_020733,DDoS,train
row_019126,Malware,train
row_013556,Intrusion,train
row_011159,Intrusion,train
row_038925,Intrusion,train
row_017695,Intrusion,train
row_007098,DDoS,train
row_010723,Intrusion,train
row_016498,DDoS,train
row_002191,Intrusion,train
row_013681,Intrusion,train
row_018360,DDoS,train
row_017707,Intrusion,train
row_004851,Intrusion,train
row_035547,Malware,train
row_003061,Malware,train
row_015953,Malware,train
row_001783,Malware,train
row_019092,Intrusion,train
row_023326,Malware,train
row_010808,Malware,train
row_032460,DDoS,train
row_034538,Malware,train
row_007214,DDoS,train
row_008184,Malware,train
row_007809,Intrusion,train
row_018278,DDoS,train
row_038850,Malware,train
row_034722,DDoS,train
row_005718,Malware,train
row_013860,Intrusion,train
row_030362,Intrusion,train
row_036391,Intrusion,train
row_020430,Malware,train
row_036836,DDoS,train
row_019393,Intrusion,train
row_027913,DDoS,train
row_010337,DDoS,train
row_023433,Intrusion,train
row_027922,Intrusion,train
row_007992,Intrusion,train
row_002493,DDoS,train
row_020663,DDoS,train
row_006683,Intrusion,train
row_032952,DDoS,train
row_019635,Intrusion,train
row_039084,Intrusion,train
row_020551,Intrusion,train
row_034531,Malware,train
row_009305,Intrusion,train
row_028915,Malware,train
row_000824,Intrusion,train
row_014728,Intrusion,train
row_019358,Malware,train
row_020028,Malware,train
row_005942,Intrusion,train
row_006136,Malware,train
row_025291,DDoS,train
row_030974,Intrusion,train
row_021044,Intrusion,train
row_012305,DDoS,train
row_037309,Intrusion,train
row_008680,DDoS,train
row_034910,Intrusion,train
row_015756,DDoS,train
row_022809,Intrusion,train
row_005588,DDoS,train
row_000564,Intrusion,train
row_017412,Intrusion,train
row_003028,DDoS,train
row_025280,Malware,train
row_013891,Malware,train
row_032780,DDoS,train
row_005927,Intrusion,train
row_027433,DDoS,train
row_011694,Intrusion,train
row_025334,Malware,train
row_031705,DDoS,train
row_032855,DDoS,train
row_008095,Malware,train
row_018758,Intrusion,train
row_004675,Intrusion,train
row_035188,Intrusion,train
row_017250,Intrusion,train
row_018241,Malware,train
row_023160,Intrusion,train
row_030647,Intrusion,train
row_036206,Intrusion,train
row_020155,DDoS,train
row_035885,Malware,train
row_036309,DDoS,train
row_021907,Malware,train
row_019703,DDoS,train
row_018640,Malware,train
row_028118,Intrusion,train
row_031674,DDoS,train
row_020005,DDoS,train
row_020528,DDoS,train
row_025524,Intrusion,train
row_026850,Intrusion,train
row_024815,Malware,train
row_006306,Malware,train
row_007879,Malware,train
row_010886,Malware,train
row_039641,DDoS,train
row_008518,Malware,train
row_035489,Intrusion,train
row_007126,Malware,train
row_038034,Malware,train
row_016278,DDoS,train
row_028780,Malware,train
row_024985,Malware,train
row_008983,Intrusion,train
row_032233,DDoS,train
row_011511,Malware,train
row_006123,Intrusion,train
row_006267,DDoS,train
row_038115,DDoS,train
row_002569,DDoS,train
row_007465,Intrusion,train
row_001062,DDoS,train
row_031684,DDoS,train
row_014549,DDoS,train
row_003057,Malware,train
row_025648,DDoS,train
row_012292,Intrusion,train
row_038515,Intrusion,train
row_024817,DDoS,train
row_039836,Malware,train
row_035629,Malware,train
row_025167,Malware,train
row_039973,Malware,train
row_006016,Intrusion,train
row_007260,Intrusion,train
row_034364,Intrusion,train
row_028414,DDoS,train
row_032281,Malware,train
row_004080,Malware,train
row_033586,Intrusion,train
row_029818,DDoS,train
row_000486,Malware,train
row_016192,Intrusion,train
row_016210,DDoS,train
row_012760,Intrusion,train
row_030807,DDoS,train
row_005487,Malware,train
row_005376,Intrusion,train
row_019167,Malware,train
row_037724,Intrusion,train
row_028445,Intrusion,train
row_025868,DDoS,train
row_032880,Malware,train
row_034840,DDoS,train
row_021920,DDoS,train
row_027116,Malware,train
row_000495,Malware,train
row_000461,Malware,train
row_005746,Malware,train
row_020281,DDoS,train
row_036746,Malware,train
row_025433,Malware,train
row_009371,DDoS,train
row_008435,Malware,train
row_000249,Intrusion,train
row_019377,Intrusion,train
row_020900,Intrusion,train
row_010057,Intrusion,train
row_028566,DDoS,train
row_022365,DDoS,train
row_009031,DDoS,train
row_011727,Intrusion,train
row_003880,DDoS,train
row_022060,DDoS,train
row_017142,Malware,train
row_033516,Intrusion,train
row_015221,DDoS,train
row_039077,Malware,train
row_025739,Malware,train
row_013281,DDoS,train
row_001631,DDoS,train
row_003125,Malware,train
row_020071,DDoS,train
row_015796,Malware,train
row_032555,DDoS,train
row_039783,Intrusion,train
row_009913,DDoS,train
row_038177,Intrusion,train
row_026980,Intrusion,train
row_024831,DDoS,train
row_035707,Intrusion,train
row_004016,Intrusion,train
row_003772,Malware,train
row_018622,Intrusion,train
row_038448,Malware,train
row_001974,Malware,train
row_006285,DDoS,train
row_024586,DDoS,train
row_013596,Intrusion,train
row_031806,Malware,train
row_000693,Malware,train
row_023038,Malware,train
row_018485,DDoS,train
row_003214,Malware,train
row_029994,Malware,train
row_026150,DDoS,train
row_028719,DDoS,train
row_035149,DDoS,train
row_031477,Malware,train
row_003166,DDoS,train
row_036499,DDoS,train
row_022772,Intrusion,train
row_028529,DDoS,train
row_028381,DDoS,train
row_021202,Malware,train
row_026911,DDoS,train
row_012180,Intrusion,train
row_001426,DDoS,train
row_023103,Intrusion,train
row_012016,Intrusion,train
row_011271,Intrusion,train
row_038833,Intrusion,train
row_037699,Malware,train
row_012643,DDoS,train
row_019093,Intrusion,train
row_026571,DDoS,train
row_008195,Malware,train
row_005360,Intrusion,train
row_000952,Malware,train
row_032611,DDoS,train
row_022920,Malware,train
row_019319,DDoS,train
row_039088,Intrusion,train
row_020685,Intrusion,train
row_033548,Intrusion,train
row_015342,Intrusion,train
row_032526,DDoS,train
row_012491,DDoS,train
row_017575,DDoS,train
row_023435,DDoS,train
row_030710,Intrusion,train
row_014969,Malware,train
row_030953,Malware,train
row_021949,Intrusion,train
row_027067,Intrusion,train
row_006429,Malware,train
row_015704,Malware,train
row_007891,Intrusion,train
row_030574,Intrusion,train
row_004306,DDoS,train
row_003313,Intrusion,train
row_036630,DDoS,train
row_006891,Malware,train
row_000867,Malware,train
row_033010,Intrusion,train
row_039885,Malware,train
row_019275,DDoS,train
row_027988,Intrusion,train
row_038529,Malware,train
row_001534,DDoS,train
row_037804,Intrusion,train
row_021688,DDoS,train
row_021952,Malware,train
row_010987,DDoS,train
row_003804,Intrusion,train
row_025876,Intrusion,train
row_026632,Malware,train
row_026702,Intrusion,train
row_011080,DDoS,train
row_001574,Intrusion,train
row_029100,Malware,train
row_024991,Intrusion,train
row_012557,DDoS,train
row_013350,Malware,train
row_034106,DDoS,train
row_025479,DDoS,train
row_018183,DDoS,train
row_022610,DDoS,train
row_019849,Malware,train
row_008352,Intrusion,train
row_036364,Intrusion,train
row_030193,DDoS,train
row_034395,Malware,train
row_013533,Intrusion,train
row_027872,Intrusion,train
row_038081,Intrusion,train
row_039543,Intrusion,train
row_022965,DDoS,train
row_037488,Intrusion,train
row_013985,Malware,train
row_016810,Malware,train
row_020787,DDoS,train
row_002632,Malware,train
row_017467,Intrusion,train
row_030196,Intrusion,train
row_025960,Intrusion,train
row_034161,Malware,train
row_004845,Intrusion,train
row_019022,Malware,train
row_035033,DDoS,train
row_025414,Intrusion,train
row_017267,Malware,train
row_024267,Malware,train
row_010776,DDoS,train
row_019942,Malware,train
row_007407,DDoS,train
row_014299,DDoS,train
row_008430,Intrusion,train
row_027259,Intrusion,train
row_009388,Intrusion,train
row_011453,Intrusion,train
row_000811,Malware,train
row_033046,Malware,train
row_005435,Malware,train
row_035593,Malware,train
row_020008,Intrusion,train
row_025824,Malware,train
row_009708,Malware,train
row_009235,DDoS,train
row_007504,Intrusion,train
row_005846,DDoS,train
row_002600,Malware,train
row_016103,DDoS,train
row_011932,Intrusion,train
row_016572,DDoS,train
row_020409,Intrusion,train
row_032766,Malware,train
row_013562,DDoS,train
row_025160,Intrusion,train
row_025517,Intrusion,train
row_025435,Malware,train
row_010045,DDoS,train
row_009575,DDoS,train
row_027301,Intrusion,train
row_018205,Intrusion,train
row_003043,Malware,train
row_025193,DDoS,train
row_000156,Intrusion,train
row_019442,Intrusion,train
row_006967,Malware,train
row_010182,DDoS,train
row_001709,DDoS,train
row_031833,Intrusion,train
row_029874,DDoS,train
row_003940,DDoS,train
row_030074,DDoS,train
row_020864,Malware,train
row_033125,Intrusion,train
row_027247,DDoS,train
row_031788,Malware,train
row_004916,DDoS,train
row_036214,Intrusion,train
row_021466,Intrusion,train
row_013279,Malware,train
row_029205,DDoS,train
row_003875,Intrusion,train
row_031168,Intrusion,train
row_029294,Malware,train
row_022813,Intrusion,train
row_024722,Intrusion,train
row_002766,Malware,train
row_021062,DDoS,train
row_020682,DDoS,train
row_013380,Malware,train
row_014584,Malware,train
row_023319,DDoS,train
row_007692,Malware,train
row_016590,Malware,train
row_021440,Malware,train
row_017171,Malware,train
row_039202,DDoS,train
row_003359,DDoS,train
row_032103,Intrusion,train
row_015268,DDoS,train
row_012271,Intrusion,train
row_011228,Intrusion,train
row_005935,Malware,train
row_007185,Intrusion,train
row_022925,DDoS,train
row_016251,DDoS,train
row_028054,Intrusion,train
row_024192,DDoS,train
row_002857,Malware,train
row_036905,Intrusion,train
row_017205,Intrusion,train
row_004533,Malware,train
row_026181,Malware,train
row_016878,DDoS,train
row_017356,Malware,train
row_035981,Intrusion,train
row_001433,Malware,train
row_038421,Malware,train
row_004979,DDoS,train
row_014285,Intrusion,train
row_014333,DDoS,train
row_007852,DDoS,train
row_010879,DDoS,train
row_022408,Intrusion,train
row_037651,Malware,train
row_000387,DDoS,train
row_030079,Intrusion,train
row_026965,DDoS,train
row_039534,DDoS,train
row_000767,Intrusion,train
row_025734,DDoS,train
row_032593,Malware,train
row_039942,DDoS,train
row_006435,DDoS,train
row_028807,Intrusion,train
row_004082,Malware,train
row_012482,DDoS,train
row_013944,DDoS,train
row_007620,DDoS,train
row_015389,Malware,train
row_006748,Malware,train
row_015306,DDoS,train
row_033734,Intrusion,train
row_027260,DDoS,train
row_019450,Intrusion,train
row_013218,DDoS,train
row_038764,Intrusion,train
row_014745,Malware,train
row_019502,Malware,train
row_010768,Intrusion,train
row_006622,DDoS,train
row_011028,Malware,train
row_008549,Intrusion,train
row_010063,Malware,train
row_033915,Intrusion,train
row_012359,Intrusion,train
row_030869,Intrusion,train
row_021878,Intrusion,train
row_029194,Malware,train
row_023511,DDoS,train
row_024835,Intrusion,train
row_030493,Intrusion,train
row_031489,Intrusion,train
row_007579,DDoS,train
row_031018,Malware,train
row_032159,Malware,train
row_008719,DDoS,train
row_023694,Malware,train
row_021338,Intrusion,train
row_031791,DDoS,train
row_011505,Intrusion,train
row_008635,DDoS,train
row_007952,Malware,train
row_038868,Intrusion,train
row_001321,DDoS,train
row_031576,Intrusion,train
row_009779,DDoS,train
row_006498,DDoS,train
row_017408,DDoS,train
row_035879,Malware,train
row_005014,Malware,train
row_014992,Intrusion,train
row_027666,DDoS,train
row_019290,Malware,train
row_025654,DDoS,train
row_021742,DDoS,train
row_032191,DDoS,train
row_036308,Malware,train
row_013123,DDoS,train
row_005792,Intrusion,train
row_036574,DDoS,train
row_003237,Malware,train
row_027990,DDoS,train
row_034584,Malware,train
row_026601,Malware,train
row_018898,Malware,train
row_035549,DDoS,train
row_019239,Intrusion,train
row_009933,DDoS,train
row_013602,Malware,train
row_018111,Malware,train
row_038710,Intrusion,train
row_005535,Intrusion,train
row_005611,Malware,train
row_037525,Intrusion,train
row_036631,Malware,train
row_012969,Intrusion,train
row_035191,DDoS,train
row_008725,DDoS,train
row_010143,DDoS,train
row_027399,Malware,train
row_012715,Malware,train
row_027493,DDoS,train
row_024306,DDoS,train
row_037466,DDoS,train
row_038726,DDoS,train
row_015414,DDoS,train
row_000109,DDoS,train
row_006658,DDoS,train
row_031736,Intrusion,train
row_033458,Malware,train
row_010509,Intrusion,train
row_011482,Malware,train
row_013410,DDoS,train
row_016939,Malware,train
row_007535,DDoS,train
row_037849,DDoS,train
row_010350,DDoS,train
row_035317,Malware,train
row_029217,Malware,train
row_033466,Malware,train
row_038596,Intrusion,train
row_027352,Intrusion,train
row_006917,Intrusion,train
row_011106,DDoS,train
row_008862,Intrusion,train
row_007325,Malware,train
row_021534,Intrusion,train
row_015909,Malware,train
row_038340,Malware,train
row_005481,Intrusion,train
row_033956,Intrusion,train
row_020195,DDoS,train
row_014861,Intrusion,train
row_014911,DDoS,train
row_024320,DDoS,train
row_031174,Intrusion,train
row_032712,Intrusion,train
row_035915,DDoS,train
row_000145,DDoS,train
row_018665,Intrusion,train
row_001575,Malware,train
row_019939,Intrusion,train
row_036424,Malware,train
row_009821,Intrusion,train
row_005642,Malware,train
row_013182,Malware,train
row_030170,Malware,train
row_007184,Malware,train
row_019964,Malware,train
row_007061,Intrusion,train
row_005638,Malware,train
row_027248,Malware,train
row_035529,Intrusion,train
row_006275,DDoS,train
row_036370,DDoS,train
row_010034,Intrusion,train
row_002683,Intrusion,train
row_016007,DDoS,train
row_033603,Malware,train
row_014986,DDoS,train
row_030057,Malware,train
row_033343,DDoS,train
row_028348,DDoS,train
row_017159,Intrusion,train
row_007697,Malware,train
row_004883,Intrusion,train
row_027810,DDoS,train
row_000174,Intrusion,train
row_020466,Malware,train
row_036161,Malware,train
row_001075,Intrusion,train
row_030958,Intrusion,train
row_022654,DDoS,train
row_015986,Intrusion,train
row_020566,Intrusion,train
row_037361,DDoS,train
row_004138,Intrusion,train
row_036881,DDoS,train
row_014746,Intrusion,train
row_027172,DDoS,train
row_022907,Malware,train
row_006645,DDoS,train
row_006210,Malware,train
row_020113,DDoS,train
row_002814,Malware,train
row_002215,DDoS,train
row_037916,Intrusion,train
row_039639,DDoS,train
row_015373,DDoS,train
row_023376,DDoS,train
row_006712,Malware,train
row_017365,DDoS,train
row_030735,Malware,train
row_000251,Intrusion,train
row_009181,DDoS,train
row_024491,Malware,train
row_008816,DDoS,train
row_031608,DDoS,train
row_014571,Malware,train
row_017115,Malware,train
row_022968,Intrusion,train
row_028110,Intrusion,train
row_005347,Intrusion,train
row_036207,Intrusion,train
row_034837,Intrusion,train
row_015011,Intrusion,train
row_002742,Malware,train
row_024501,Malware,train
row_009087,DDoS,train
row_018121,DDoS,train
row_014818,Malware,train
row_029913,Intrusion,train
row_027245,Intrusion,train
row_012494,Intrusion,train
row_014182,DDoS,train
row_012701,DDoS,train
row_032829,DDoS,train
row_037250,Intrusion,train
row_001203,Intrusion,train
row_030861,DDoS,train
row_008977,Malware,train
row_011510,Intrusion,train
row_012183,DDoS,train
row_019397,Intrusion,train
row_015523,DDoS,train
row_028107,Intrusion,train
row_026233,DDoS,train
row_037543,DDoS,train
row_034079,Intrusion,train
row_032727,Malware,train
row_021160,Malware,train
row_029746,DDoS,train
row_016009,Malware,train
row_039656,DDoS,train
row_024564,DDoS,train
row_023527,Intrusion,train
row_033546,Intrusion,train
row_005670,Malware,train
row_026970,DDoS,train
row_003327,DDoS,train
row_039001,DDoS,train
row_001336,DDoS,train
row_006495,Intrusion,train
row_011715,Intrusion,train
row_021552,DDoS,train
row_035711,DDoS,train
row_039426,Intrusion,train
row_034150,Intrusion,train
row_039762,DDoS,train
row_023627,DDoS,train
row_005628,Intrusion,train
row_024636,DDoS,train
row_037609,Malware,train
row_026378,Malware,train
row_008380,DDoS,train
row_007334,DDoS,train
row_028551,Malware,train
row_029598,Intrusion,train
row_005653,DDoS,train
row_038553,Intrusion,train
row_023284,Intrusion,train
row_021314,Intrusion,train
row_012767,Intrusion,train
row_000329,DDoS,train
